,current_step,rel_equity_losses,system_equity_pre_shock,system_debt,system_equity_losses,system_cash_reserves,system_assets,cum_equity_losses,system_TAS,system_equity,equity_to_pre_shock,asset_class,shock
4578,2,0.000110263,3.45e+11,4.37e+12,-38060870.98,96313764829.0,4.67e+12,0.141136635,-541628470.9,2.96e+11,0.858863365,m_14,-0.102852594
4579,3,2.57e-06,3.45e+11,4.37e+12,-887395.9796,96281409987.0,4.67e+12,0.141238279,-12650500.24,2.96e+11,0.858761721,m_14,-0.102852594
4580,4,6.05e-08,3.45e+11,4.37e+12,-20899.16101,96280680186.0,4.67e+12,0.141240652,-297994.9228,2.96e+11,0.858759348,m_14,-0.102852594
4581,5,1.43e-09,3.45e+11,4.37e+12,-492.7845371,96280663072.0,4.67e+12,0.141240708,-7026.637044,2.96e+11,0.858759292,m_14,-0.102852594
4582,6,3.37e-11,3.45e+11,4.37e+12,-11.62105417,96280662669.0,4.67e+12,0.141240709,-165.7056008,2.96e+11,0.858759291,m_14,-0.102852594
4583,7,7.94e-13,3.45e+11,4.37e+12,-0.274057053,96280662659.0,4.67e+12,0.141240709,-3.907804124,2.96e+11,0.858759291,m_14,-0.102852594
4584,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.134983539
4585,1,0.006700142,3.45e+11,4.37e+12,-2312774398.0,90457388113.0,4.65e+12,0.178961161,-32454289545.0,2.83e+11,0.821038839,m_14,-0.134983539
4586,2,0.000128825,3.45e+11,4.36e+12,-44468109.64,88875112014.0,4.65e+12,0.185050174,-633749385.4,2.81e+11,0.814949826,m_14,-0.134983539
4587,3,2.7e-06,3.45e+11,4.36e+12,-931439.8769,88836730793.0,4.65e+12,0.185168536,-13301148.13,2.81e+11,0.814831464,m_14,-0.134983539
4588,4,5.72e-08,3.45e+11,4.36e+12,-19738.05273,88835956174.0,4.65e+12,0.185171019,-281929.6958,2.81e+11,0.814828981,m_14,-0.134983539
4589,5,1.21e-09,3.45e+11,4.36e+12,-418.8473806,88835939840.0,4.65e+12,0.185171071,-5982.797558,2.81e+11,0.814828929,m_14,-0.134983539
4590,6,2.58e-11,3.45e+11,4.36e+12,-8.889514793,88835939493.0,4.65e+12,0.185171072,-126.977849,2.81e+11,0.814828928,m_14,-0.134983539
4591,7,5.47e-13,3.45e+11,4.36e+12,-0.188672501,88835939486.0,4.65e+12,0.185171072,-2.694999448,2.81e+11,0.814828928,m_14,-0.134983539
4592,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.13824961
4593,1,0.006862259,3.45e+11,4.36e+12,-2368734449.0,89735365320.0,4.65e+12,0.183275564,-33239555805.0,2.82e+11,0.816724436,m_14,-0.13824961
4594,2,0.000130288,3.45e+11,4.36e+12,-44973247.75,88120419799.0,4.64e+12,0.189509207,-641058679.2,2.8e+11,0.810490793,m_14,-0.13824961
4595,3,2.7e-06,3.45e+11,4.36e+12,-931254.9014,88081534274.0,4.64e+12,0.189628874,-13301138.48,2.8e+11,0.810371126,m_14,-0.13824961
4596,4,5.65e-08,3.45e+11,4.36e+12,-19512.16267,88080758833.0,4.64e+12,0.189631356,-278759.2422,2.8e+11,0.810368644,m_14,-0.13824961
4597,5,1.19e-09,3.45e+11,4.36e+12,-409.4059205,88080742667.0,4.64e+12,0.189631408,-5849.114788,2.8e+11,0.810368592,m_14,-0.13824961
4598,6,2.49e-11,3.45e+11,4.36e+12,-8.591614463,88080742328.0,4.64e+12,0.189631409,-122.7473802,2.8e+11,0.810368591,m_14,-0.13824961
4599,7,5.22e-13,3.45e+11,4.36e+12,-0.180303386,88080742321.0,4.64e+12,0.189631409,-2.575974161,2.8e+11,0.810368591,m_14,-0.13824961
4600,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.167543239
4601,1,0.00951274,3.45e+11,4.35e+12,-3283635296.0,83268723469.0,4.62e+12,0.2207559,-43392416466.0,2.69e+11,0.7792441,m_14,-0.167543239
4602,2,0.000233877,3.45e+11,4.35e+12,-80730362.52,81279599292.0,4.62e+12,0.228913216,-952644292.1,2.66e+11,0.771086784,m_14,-0.167543239
4603,3,5.46e-06,3.45e+11,4.35e+12,-1883460.714,81225598229.0,4.62e+12,0.229098878,-21917108.12,2.66e+11,0.770901122,m_14,-0.167543239
4604,4,1.26e-07,3.45e+11,4.35e+12,-43644.4431,81224358236.0,4.62e+12,0.229103169,-505510.9356,2.66e+11,0.770896831,m_14,-0.167543239
4605,5,2.92e-09,3.45e+11,4.35e+12,-1008.959296,81224329580.0,4.62e+12,0.229103268,-11663.99479,2.66e+11,0.770896732,m_14,-0.167543239
4606,6,6.75e-11,3.45e+11,4.35e+12,-23.30216706,81224328918.0,4.62e+12,0.229103271,-269.1687631,2.66e+11,0.770896729,m_14,-0.167543239
4607,7,1.56e-12,3.45e+11,4.35e+12,-0.537951311,81224328903.0,4.62e+12,0.229103271,-6.211936091,2.66e+11,0.770896729,m_14,-0.167543239
4608,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.190989979
4609,1,0.010843995,3.45e+11,4.35e+12,-3743161706.0,78143202671.0,4.61e+12,0.251495425,-49464942663.0,2.58e+11,0.748504575,m_14,-0.190989979
4610,2,0.000247539,3.45e+11,4.35e+12,-85446093.46,75930758110.0,4.6e+12,0.260764152,-996835762.6,2.55e+11,0.739235848,m_14,-0.190989979
4611,3,5.35e-06,3.45e+11,4.35e+12,-1845262.446,75873792041.0,4.6e+12,0.260958533,-21174162.91,2.55e+11,0.739041467,m_14,-0.190989979
4612,4,1.15e-07,3.45e+11,4.35e+12,-39555.2361,75872584371.0,4.6e+12,0.260962684,-451203.0887,2.55e+11,0.739037316,m_14,-0.190989979
4613,5,2.45e-09,3.45e+11,4.35e+12,-845.5820788,75872558577.0,4.6e+12,0.260962772,-9620.790186,2.55e+11,0.739037228,m_14,-0.190989979
4614,6,5.23e-11,3.45e+11,4.35e+12,-18.0547383,75872558026.0,4.6e+12,0.260962774,-205.1907465,2.55e+11,0.739037226,m_14,-0.190989979
4615,7,1.12e-12,3.45e+11,4.35e+12,-0.38530105,75872558014.0,4.6e+12,0.260962774,-4.37675337,2.55e+11,0.739037226,m_14,-0.190989979
4616,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.553463634
4617,1,0.259584165,3.45e+11,3.21e+12,-89604015835.0,17274569239.0,3.38e+12,0.491993785,-1.24e+12,1.75e+11,0.508006215,m_14,-0.553463634
4618,2,0.073881008,3.45e+11,2.87e+12,-25502460925.0,5916102564.0,3e+12,0.618347427,-3.37e+11,1.32e+11,0.381652573,m_14,-0.553463634
4619,3,0.025078795,3.45e+11,2.76e+12,-8656771263.0,4724322868.0,2.88e+12,0.644235274,-1.14e+11,1.23e+11,0.355764726,m_14,-0.553463634
4620,4,0.008205325,3.45e+11,2.72e+12,-2832337906.0,4672295722.0,2.84e+12,0.652715937,-37189187535.0,1.2e+11,0.347284063,m_14,-0.553463634
4621,5,0.002645599,3.45e+11,2.71e+12,-913215401.7,4655190838.0,2.83e+12,0.655451607,-11989352736.0,1.19e+11,0.344548393,m_14,-0.553463634
4622,6,0.000848814,3.45e+11,2.7e+12,-292996041.9,4649670425.0,2.82e+12,0.656329458,-3846533387.0,1.19e+11,0.343670542,m_14,-0.553463634
4623,7,0.000271897,3.45e+11,2.7e+12,-93854343.91,4647898742.0,2.82e+12,0.656610672,-1232133051.0,1.19e+11,0.343389328,m_14,-0.553463634
4624,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.188429684
4625,1,0.010698627,3.45e+11,4.35e+12,-3692983163.0,78702890127.0,4.61e+12,0.248140625,-48801845804.0,2.6e+11,0.751859375,m_14,-0.188429684
4626,2,0.000246275,3.45e+11,4.35e+12,-85009753.31,76514173989.0,4.6e+12,0.25728835,-993074523.3,2.56e+11,0.74271165,m_14,-0.188429684
4627,3,5.36e-06,3.45e+11,4.35e+12,-1851863.139,76457477210.0,4.6e+12,0.257481979,-21284872.6,2.56e+11,0.742518021,m_14,-0.188429684
4628,4,1.16e-07,3.45e+11,4.35e+12,-40045.79244,76456264367.0,4.6e+12,0.257486151,-457622.1489,2.56e+11,0.742513849,m_14,-0.188429684
4629,5,2.5e-09,3.45e+11,4.35e+12,-863.6330167,76456238231.0,4.6e+12,0.257486241,-9844.691674,2.56e+11,0.742513759,m_14,-0.188429684
4630,6,5.39e-11,3.45e+11,4.35e+12,-18.6035621,76456237668.0,4.6e+12,0.257486243,-211.8356271,2.56e+11,0.742513757,m_14,-0.188429684
4631,7,1.16e-12,3.45e+11,4.35e+12,-0.400536931,76456237656.0,4.6e+12,0.257486243,-4.558689679,2.56e+11,0.742513757,m_14,-0.188429684
4632,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.247191852
4633,1,0.014035015,3.45e+11,4.33e+12,-4844647223.0,65857321376.0,4.57e+12,0.325024143,-64020797365.0,2.33e+11,0.674975857,m_14,-0.247191852
4634,2,0.000464077,3.45e+11,4.33e+12,-160191517.6,63180234701.0,4.56e+12,0.33672419,-2173670872.0,2.29e+11,0.66327581,m_14,-0.247191852
4635,3,1.84e-05,3.45e+11,4.33e+12,-6368093.576,63091979489.0,4.56e+12,0.337103029,-93528853.53,2.29e+11,0.662896971,m_14,-0.247191852
4636,4,8.19e-07,3.45e+11,4.33e+12,-282860.5703,63088554417.0,4.56e+12,0.337118793,-4271646.588,2.29e+11,0.662881207,m_14,-0.247191852
4637,5,3.78e-08,3.45e+11,4.33e+12,-13045.28242,63088402860.0,4.56e+12,0.337119506,-198661.4565,2.29e+11,0.662880494,m_14,-0.247191852
4638,6,1.76e-09,3.45e+11,4.33e+12,-608.4336485,63088395878.0,4.56e+12,0.337119539,-9288.08405,2.29e+11,0.662880461,m_14,-0.247191852
4639,7,8.25e-11,3.45e+11,4.33e+12,-28.46968146,63088395552.0,4.56e+12,0.33711954,-434.9075668,2.29e+11,0.66288046,m_14,-0.247191852
4640,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.169335587
4641,1,0.009614506,3.45e+11,4.35e+12,-3318763034.0,82876911494.0,4.62e+12,0.223107067,-43856620705.0,2.68e+11,0.776892933,m_14,-0.169335587
4642,2,0.000235087,3.45e+11,4.35e+12,-81147896.09,80870238880.0,4.62e+12,0.231349604,-956794900.4,2.65e+11,0.768650396,m_14,-0.169335587
4643,3,5.45e-06,3.45e+11,4.35e+12,-1882389.348,80815971596.0,4.62e+12,0.231536079,-21882941.46,2.65e+11,0.768463921,m_14,-0.169335587
4644,4,1.26e-07,3.45e+11,4.35e+12,-43368.30983,80814732822.0,4.62e+12,0.231540364,-501771.7026,2.65e+11,0.768459636,m_14,-0.169335587
4645,5,2.89e-09,3.45e+11,4.35e+12,-996.77099,80814704360.0,4.62e+12,0.231540462,-11510.18806,2.65e+11,0.768459538,m_14,-0.169335587
4646,6,6.63e-11,3.45e+11,4.35e+12,-22.8870332,80814703707.0,4.62e+12,0.231540465,-264.0718279,2.65e+11,0.768459535,m_14,-0.169335587
4647,7,1.52e-12,3.45e+11,4.35e+12,-0.525296027,80814703692.0,4.62e+12,0.231540465,-6.058818989,2.65e+11,0.768459535,m_14,-0.169335587
4648,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.350751387
4649,1,0.02050698,3.45e+11,4.31e+12,-7078658787.0,43266675532.0,4.49e+12,0.458615102,-94231338608.0,1.87e+11,0.541384898,m_14,-0.350751387
4650,2,0.000540352,3.45e+11,4.3e+12,-186520187.5,39929064735.0,4.49e+12,0.475298956,-2543816764.0,1.81e+11,0.524701044,m_14,-0.350751387
4651,3,1.84e-05,3.45e+11,4.3e+12,-6355848.091,39834992720.0,4.49e+12,0.475726561,-95959509.33,1.81e+11,0.524273439,m_14,-0.350751387
4652,4,7.23e-07,3.45e+11,4.3e+12,-249732.9356,39831816781.0,4.49e+12,0.475742106,-3896289.388,1.81e+11,0.524257894,m_14,-0.350751387
4653,5,2.98e-08,3.45e+11,4.3e+12,-10277.27507,39831691665.0,4.49e+12,0.475742731,-161836.5724,1.81e+11,0.524257269,m_14,-0.350751387
4654,6,1.24e-09,3.45e+11,4.3e+12,-428.5008554,39831686513.0,4.49e+12,0.475742756,-6764.560887,1.81e+11,0.524257244,m_14,-0.350751387
4655,7,5.19e-11,3.45e+11,4.3e+12,-17.92922513,39831686298.0,4.49e+12,0.475742758,-283.2311585,1.81e+11,0.524257242,m_14,-0.350751387
4656,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.256284195
4657,1,0.014551258,3.45e+11,4.33e+12,-5022845641.0,63869710486.0,4.56e+12,0.336899205,-66375644740.0,2.29e+11,0.663100795,m_14,-0.256284195
4658,2,0.00047121,3.45e+11,4.33e+12,-162653763.2,61128541562.0,4.55e+12,0.349013944,-2207164053.0,2.25e+11,0.650986056,m_14,-0.256284195
4659,3,1.85e-05,3.45e+11,4.33e+12,-6370968.156,61039370624.0,4.55e+12,0.349397809,-93783898.51,2.25e+11,0.650602191,m_14,-0.256284195
4660,4,8.1e-07,3.45e+11,4.33e+12,-279627.644,61035959859.0,4.55e+12,0.34941357,-4234924.151,2.25e+11,0.65058643,m_14,-0.256284195
4661,5,3.69e-08,3.45e+11,4.33e+12,-12752.66292,61035810680.0,4.55e+12,0.349414274,-194785.1052,2.25e+11,0.650585726,m_14,-0.256284195
4662,6,1.7e-09,3.45e+11,4.33e+12,-588.2547796,61035803884.0,4.55e+12,0.349414307,-9007.011326,2.25e+11,0.650585693,m_14,-0.256284195
4663,7,7.89e-11,3.45e+11,4.33e+12,-27.22378499,61035803570.0,4.55e+12,0.349414308,-417.1240373,2.25e+11,0.650585692,m_14,-0.256284195
4664,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.254214286
4665,1,0.014433734,3.45e+11,4.33e+12,-4982278054.0,64322198096.0,4.56e+12,0.3341963,-65839554268.0,2.3e+11,0.6658037,m_14,-0.254214286
4666,2,0.000469648,3.45e+11,4.33e+12,-162114619.3,61595439162.0,4.56e+12,0.34621673,-2199829010.0,2.26e+11,0.65378327,m_14,-0.254214286
4667,3,1.85e-05,3.45e+11,4.33e+12,-6371317.666,61506462289.0,4.56e+12,0.346599504,-93739723.9,2.26e+11,0.653400496,m_14,-0.254214286
4668,4,8.12e-07,3.45e+11,4.33e+12,-280404.0722,61503047688.0,4.56e+12,0.346615269,-4243879.016,2.26e+11,0.653384731,m_14,-0.254214286
4669,5,3.71e-08,3.45e+11,4.33e+12,-12820.67586,61502897946.0,4.56e+12,0.346615975,-195689.3838,2.26e+11,0.653384025,m_14,-0.254214286
4670,6,1.72e-09,3.45e+11,4.33e+12,-592.8800641,61502891107.0,4.56e+12,0.346616007,-9071.559641,2.26e+11,0.653383993,m_14,-0.254214286
4671,7,7.97e-11,3.45e+11,4.33e+12,-27.50675774,61502890791.0,4.56e+12,0.346616008,-421.1686379,2.26e+11,0.653383992,m_14,-0.254214286
4672,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.161648638
4673,1,0.00802371,3.45e+11,4.36e+12,-2769647586.0,84562596222.0,4.63e+12,0.214163358,-38865418428.0,2.71e+11,0.785836642,m_14,-0.161648638
4674,2,0.000213246,3.45e+11,4.36e+12,-73608814.71,82741924907.0,4.63e+12,0.221354735,-876645441.3,2.69e+11,0.778645265,m_14,-0.161648638
4675,3,5.29e-06,3.45e+11,4.36e+12,-1825729.137,82692829802.0,4.63e+12,0.221525821,-21108791.01,2.69e+11,0.778474179,m_14,-0.161648638
4676,4,1.3e-07,3.45e+11,4.36e+12,-44709.20951,82691646094.0,4.63e+12,0.221529982,-511211.3894,2.69e+11,0.778470018,m_14,-0.161648638
4677,5,3.16e-09,3.45e+11,4.36e+12,-1089.564244,82691617298.0,4.63e+12,0.221530083,-12400.52667,2.69e+11,0.778469917,m_14,-0.161648638
4678,6,7.68e-11,3.45e+11,4.36e+12,-26.49906394,82691616598.0,4.63e+12,0.221530085,-300.9993667,2.69e+11,0.778469915,m_14,-0.161648638
4679,7,1.87e-12,3.45e+11,4.36e+12,-0.643928492,82691616581.0,4.63e+12,0.221530085,-7.308224099,2.69e+11,0.778469915,m_14,-0.161648638
4680,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.326801324
4681,1,0.019106719,3.45e+11,4.31e+12,-6595312660.0,48488268880.0,4.51e+12,0.428262366,-87797019075.0,1.97e+11,0.571737634,m_14,-0.326801324
4682,2,0.000518534,3.45e+11,4.31e+12,-178988958.5,45271865626.0,4.5e+12,0.443841708,-2438385132.0,1.92e+11,0.556158292,m_14,-0.326801324
4683,3,1.8e-05,3.45e+11,4.31e+12,-6221821.424,45179018262.0,4.5e+12,0.444253151,-93576983.49,1.92e+11,0.555746849,m_14,-0.326801324
4684,4,7.2e-07,3.45e+11,4.31e+12,-248569.6231,45175842837.0,4.5e+12,0.444268379,-3862088.47,1.92e+11,0.555731621,m_14,-0.326801324
4685,5,3.01e-08,3.45e+11,4.31e+12,-10396.50152,45175715864.0,4.5e+12,0.444269001,-163043.6446,1.92e+11,0.555730999,m_14,-0.326801324
4686,6,1.28e-09,3.45e+11,4.31e+12,-440.5820514,45175710553.0,4.5e+12,0.444269027,-6927.140251,1.92e+11,0.555730973,m_14,-0.326801324
4687,7,5.43e-11,3.45e+11,4.31e+12,-18.73842525,45175710328.0,4.5e+12,0.444269028,-294.8233699,1.92e+11,0.555730972,m_14,-0.326801324
4688,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.17677831
4689,1,0.010037087,3.45e+11,4.35e+12,-3464630994.0,81249911937.0,4.62e+12,0.232867927,-45784229200.0,2.65e+11,0.767132073,m_14,-0.17677831
4690,2,0.000239817,3.45e+11,4.35e+12,-82780677.21,79171214304.0,4.61e+12,0.241463883,-972662316.8,2.62e+11,0.758536117,m_14,-0.17677831
4691,3,5.43e-06,3.45e+11,4.35e+12,-1874554.195,79115911641.0,4.61e+12,0.241653473,-21699469.69,2.62e+11,0.758346527,m_14,-0.17677831
4692,4,1.22e-07,3.45e+11,4.35e+12,-42151.05686,79114680224.0,4.61e+12,0.241657723,-485437.3218,2.62e+11,0.758342277,m_14,-0.17677831
4693,5,2.74e-09,3.45e+11,4.35e+12,-945.4237333,79114652618.0,4.61e+12,0.241657818,-10864.8015,2.62e+11,0.758342182,m_14,-0.17677831
4694,6,6.14e-11,3.45e+11,4.35e+12,-21.18297008,79114652000.0,4.61e+12,0.24165782,-243.213033,2.62e+11,0.75834218,m_14,-0.17677831
4695,7,1.37e-12,3.45e+11,4.35e+12,-0.474408642,79114651986.0,4.61e+12,0.24165782,-5.444827285,2.62e+11,0.75834218,m_14,-0.17677831
4696,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.547864726
4697,1,0.256958179,3.45e+11,3.22e+12,-88697570340.0,17701791620.0,3.4e+12,0.487192192,-1.22e+12,1.77e+11,0.512807808,m_14,-0.547864726
4698,2,0.073513259,3.45e+11,2.88e+12,-25375520016.0,6152464784.0,3.02e+12,0.612660944,-3.36e+11,1.34e+11,0.387339056,m_14,-0.547864726
4699,3,0.024801515,3.45e+11,2.77e+12,-8561058853.0,4735792117.0,2.9e+12,0.638820353,-1.13e+11,1.25e+11,0.361179647,m_14,-0.547864726
4700,4,0.008192051,3.45e+11,2.73e+12,-2827755933.0,4681034181.0,2.86e+12,0.647285242,-37138695760.0,1.22e+11,0.352714758,m_14,-0.547864726
4701,5,0.002655813,3.45e+11,2.72e+12,-916741085.0,4663965955.0,2.84e+12,0.650031007,-12038166911.0,1.21e+11,0.349968993,m_14,-0.547864726
4702,6,0.00085661,3.45e+11,2.72e+12,-295687037.3,4658424502.0,2.84e+12,0.650916774,-3882670179.0,1.2e+11,0.349083226,m_14,-0.547864726
4703,7,0.000275845,3.45e+11,2.72e+12,-95217022.26,4656636579.0,2.84e+12,0.651202023,-1250282798.0,1.2e+11,0.348797977,m_14,-0.547864726
4704,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.043068073
4705,1,0.002137758,3.45e+11,4.39e+12,-737917659.4,1.11e+11,4.71e+12,0.057237763,-10354919788.0,3.25e+11,0.942762237,m_14,-0.043068073
4706,2,5.56e-05,3.45e+11,4.39e+12,-19192447.76,1.1e+11,4.71e+12,0.059204213,-272560440.7,3.25e+11,0.940795787,m_14,-0.043068073
4707,3,1.54e-06,3.45e+11,4.39e+12,-533173.5255,1.1e+11,4.71e+12,0.059255809,-7582894.885,3.25e+11,0.940744191,m_14,-0.043068073
4708,4,4.33e-08,3.45e+11,4.39e+12,-14932.12444,1.1e+11,4.71e+12,0.059257244,-212402.9323,3.25e+11,0.940742756,m_14,-0.043068073
4709,5,1.21e-09,3.45e+11,4.39e+12,-418.5798255,1.1e+11,4.71e+12,0.059257284,-5954.227563,3.25e+11,0.940742716,m_14,-0.043068073
4710,6,3.4e-11,3.45e+11,4.39e+12,-11.73494107,1.1e+11,4.71e+12,0.059257285,-166.9279207,3.25e+11,0.940742715,m_14,-0.043068073
4711,7,9.53e-13,3.45e+11,4.39e+12,-0.328994586,1.1e+11,4.71e+12,0.059257285,-4.679903821,3.25e+11,0.940742715,m_14,-0.043068073
4712,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.12053257
4713,1,0.005982843,3.45e+11,4.37e+12,-2065175101.0,93652030226.0,4.66e+12,0.159862841,-28979822133.0,2.9e+11,0.840137159,m_14,-0.12053257
4714,2,0.000121412,3.45e+11,4.37e+12,-41909425.67,92217486354.0,4.66e+12,0.165310398,-596858576.3,2.88e+11,0.834689602,m_14,-0.12053257
4715,3,2.67e-06,3.45e+11,4.37e+12,-922370.0187,92181576090.0,4.66e+12,0.165422112,-13160835.99,2.88e+11,0.834577888,m_14,-0.12053257
4716,4,5.95e-08,3.45e+11,4.37e+12,-20521.89144,92180813054.0,4.66e+12,0.165424574,-292881.5345,2.88e+11,0.834575426,m_14,-0.12053257
4717,5,1.32e-09,3.45e+11,4.37e+12,-457.1837245,92180796155.0,4.66e+12,0.165424629,-6524.941507,2.88e+11,0.834575371,m_14,-0.12053257
4718,6,2.95e-11,3.45e+11,4.37e+12,-10.18661476,92180795779.0,4.66e+12,0.16542463,-145.384149,2.88e+11,0.83457537,m_14,-0.12053257
4719,7,6.58e-13,3.45e+11,4.37e+12,-0.226974302,92180795770.0,4.66e+12,0.16542463,-3.239395828,2.88e+11,0.83457537,m_14,-0.12053257
4720,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.168647414
4721,1,0.009575433,3.45e+11,4.35e+12,-3305275731.0,83027347794.0,4.62e+12,0.222204362,-43678389378.0,2.68e+11,0.777795638,m_14,-0.168647414
4722,2,0.000234625,3.45e+11,4.35e+12,-80988700.84,81027403567.0,4.62e+12,0.230414184,-955216396.6,2.66e+11,0.769585816,m_14,-0.168647414
4723,3,5.45e-06,3.45e+11,4.35e+12,-1882838.848,80973237723.0,4.62e+12,0.23060035,-21896529.25,2.66e+11,0.76939965,m_14,-0.168647414
4724,4,1.26e-07,3.45e+11,4.35e+12,-43475.15137,80971998455.0,4.62e+12,0.230604637,-503216.8115,2.66e+11,0.769395363,m_14,-0.168647414
4725,5,2.9e-09,3.45e+11,4.35e+12,-1001.4602,80971969918.0,4.62e+12,0.230604735,-11569.33327,2.66e+11,0.769395265,m_14,-0.168647414
4726,6,6.68e-11,3.45e+11,4.35e+12,-23.04624141,80971969262.0,4.62e+12,0.230604738,-266.0258407,2.66e+11,0.769395262,m_14,-0.168647414
4727,7,1.54e-12,3.45e+11,4.35e+12,-0.530137312,80971969247.0,4.62e+12,0.230604738,-6.117374585,2.66e+11,0.769395262,m_14,-0.168647414
4728,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.175003616
4729,1,0.009936324,3.45e+11,4.35e+12,-3429849242.0,81637864819.0,4.62e+12,0.230540827,-45324597070.0,2.66e+11,0.769459173,m_14,-0.175003616
4730,2,0.000238732,3.45e+11,4.35e+12,-82406130.77,79576217678.0,4.61e+12,0.239052579,-969078982.5,2.63e+11,0.760947421,m_14,-0.175003616
4731,3,5.44e-06,3.45e+11,4.35e+12,-1876909.386,79521151641.0,4.61e+12,0.239241464,-21749187.95,2.63e+11,0.760758536,m_14,-0.175003616
4732,4,1.23e-07,3.45e+11,4.35e+12,-42451.16492,79519918140.0,4.61e+12,0.239245724,-489444.2552,2.63e+11,0.760754276,m_14,-0.175003616
4733,5,2.77e-09,3.45e+11,4.35e+12,-957.7585361,79519890324.0,4.61e+12,0.23924582,-11019.47132,2.63e+11,0.76075418,m_14,-0.175003616
4734,6,6.25e-11,3.45e+11,4.35e+12,-21.58598052,79519889697.0,4.61e+12,0.239245822,-248.1369216,2.63e+11,0.760754178,m_14,-0.175003616
4735,7,1.41e-12,3.45e+11,4.35e+12,-0.486291432,79519889683.0,4.61e+12,0.239245822,-5.587952585,2.63e+11,0.760754178,m_14,-0.175003616
4736,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.154661682
4737,1,0.007676901,3.45e+11,4.36e+12,-2649934820.0,86107186416.0,4.64e+12,0.204944256,-37185534390.0,2.74e+11,0.795055744,m_14,-0.154661682
4738,2,0.000208023,3.45e+11,4.36e+12,-71805822.18,84334516391.0,4.63e+12,0.211831222,-858053836.2,2.72e+11,0.788168778,m_14,-0.154661682
4739,3,5.26e-06,3.45e+11,4.36e+12,-1816097.799,84286551419.0,4.63e+12,0.211998623,-21090759.43,2.72e+11,0.788001377,m_14,-0.154661682
4740,4,1.31e-07,3.45e+11,4.36e+12,-45351.52239,84285370845.0,4.63e+12,0.212002777,-521161.5671,2.72e+11,0.787997223,m_14,-0.154661682
4741,5,3.27e-09,3.45e+11,4.36e+12,-1127.133451,84285341544.0,4.63e+12,0.21200288,-12896.49405,2.72e+11,0.78799712,m_14,-0.154661682
4742,6,8.1e-11,3.45e+11,4.36e+12,-27.95807419,84285340818.0,4.63e+12,0.212002882,-319.3141117,2.72e+11,0.787997118,m_14,-0.154661682
4743,7,2.01e-12,3.45e+11,4.36e+12,-0.692922535,84285340800.0,4.63e+12,0.212002883,-7.908015984,2.72e+11,0.787997117,m_14,-0.154661682
4744,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.237108368
4745,1,0.013462497,3.45e+11,4.34e+12,-4647023720.0,68061598106.0,4.57e+12,0.311847952,-61409252370.0,2.38e+11,0.688152048,m_14,-0.237108368
